version,code,description,release_date
"",A02BC07,DEXRABEPRAZOLO,
"",A02BC53,"LANSOPRAZOLO, ASSOCIAZIONI",
"",A02BC54,"RABEPRAZOLO, ASSOCIAZIONI",
"",A02BD,ASSOCIAZIONI PER L'ERADICAZIONE DELL'HELICOBACTER PYLORI,
"",A02BD01,"OMEPRAZOLO, AMOXICILLINA E METRONIDAZOLO",
"",A02BD02,"LANSOPRAZOLO, TETRACICLINA E METRONIDAZOLO",
"",A02BD03,"LANSOPRAZOLO, AMOXICILLINA E METRONIDAZOLO",
"",A02BD04,"PANTOPRAZOLO, AMOXICILLINA E CLARITROMICINA",
"",A02BD05,"OMEPRAZOLO, AMOXICILLINA E CLARITROMICINA",
"",A02BD06,"ESOMEPRAZOLO, AMOXICILLINA E CLARITROMICINA",
"",A02BD07,"LANSOPRAZOLO, AMOXICILLINA E CLARITROMICINA",
"",A02BD08,"BISMUTO SUBCITRATO, TETRACICLINA E METRONIDAZOLO",
"",A02BD09,"LANSOPRAZOLO, CLARITROMICINA E TINIDAZOLO",
"",A02BD10,"LANSOPRAZOLO, AMOXICILLINA E LEVOFLOXACINA",
"",A02BD11,"PANTOPRAZOLO, AMOXICILLINA; CLARITROMICINA E METRONIDAZOLO",
"",A02BX,ALTRI FARMACI PER IL TRATTAMENTO DELL'ULCERA PEPTICA E DELLA,
"",A02BX01,CARBENOXOLONE,
"",A02BX02,SUCRALFATO,
"",A02BX03,PIRENZEPINA,
"",A02BX04,METIOSOLFONIO CLORURO,
"",A02BX05,BISMUTO SUBCITRATO,
"",A02BX06,PROGLUMIDE,
"",A02BX07,GEFARNATO,
"",A02BX08,SULGLICOTIDE,
"",A02BX09,ACETOXOLONE,
"",A02BX10,ZOLIMIDINA,
"",A02BX11,TROXIPIDE,
"",A02BX12,BISMUTO SUBNITRATO,
"",A02BX13,ACIDO ALGINICO,
"",A02BX51,"CARBENOXOLONE, ASSOCIAZIONI ESCLUSI GLI PSICOLETTICI",
"",A02BX71,"CARBENOXOLONE, ASSOCIAZIONI CON PSICOLETTICI",
"",A02BX77,"GEFARNATO, ASSOCIAZIONI CON PSICOLETTICI",
"",A02EA,ANTIREFLUSSO,
"",A02X,ALTRI FARMACI PER I DISTURBI CORRELATI ALLA SECREZIONE ACIDA,
"",A03,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,
"",A03A,FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,
"",A03AA,"ANTICOLINERGICI SINTETICI, ESTERI CON GRUPPI AMINICI TERZIAR",
"",A03AA01,OXIFENCICLIMINA,
"",A03AA03,CAMILOFINA,
"",A03AA04,MEBEVERINA,
"",A03AA05,TRIMEBUTINA,
"",A03AA06,ROCIVERINA,
"",A03AA07,DICICLOVERINA,
"",A03AA08,DIESIVERINA,
"",A03AA09,DIFEMERINA,
"",A03AA30,PIPERIDOLATO,
"",A03AB,"ANTICOLINERGICI SINTETICI, COMPOSTI AMMONICI QUATERNARI",
"",A03AB01,BENZILONE,
"",A03AB02,GLICOPIRRONIO BROMURO,
"",A03AB03,OXIFENONIO,
"",A03AB04,PENTIENATO,
"",A03AB05,PROPANTELINA,
"",A03AB06,OTILONIO BROMURO,
"",A03AB07,METANTELINA,
"",A03AB08,TRIDIESETILE,
"",A03AB09,ISOPROPAMIDE,
"",A03AB10,ESOCICLIO,
"",A03AB11,POLDINA,
"",A03AB12,MEPENZOLATO,
"",A03AB13,BEVONIO,
"",A03AB14,PIPENZOLATO,
"",A03AB15,DIFEMANILE,
"",A03AB16,(2-BENZIDRILOSSIETIL)DIETILMETILAMMONIO IODURO,
"",A03AB17,TIEMONIO IODURO,
"",A03AB18,PRIFINIO BROMURO,
"",A03AB19,TIMEPIDIO BROMURO,
"",A03AB21,FENPIVERINIO,
"",A03AB53,"OXIFENONIO, ASSOCIAZIONI",
"",A03AB90,BENZETIMIDE,
"",A03AB92,CARBACOLO,
"",A03AB93,NEOSTIGMINA,
"",A03AC,"ANTISPASTICI SINTETICI, AMIDI CON AMINE TERZIARIE",
"",A03AC02,DIMETILAMINOPROPIONILFENOTIAZINA,
"",A03AC04,NICOFETAMIDE,
"",A03AC05,TIROPRAMIDE,
"",A03AD,PAPAVERINA E DERIVATI,
"",A03AD01,PAPAVERINA,
"",A03AD02,DROTAVERINA,
"",A03AD30,MOXAVERINA,
"",A03AE,ANTAGONISTI DEI RECETTORI DELLA SEROTONINA,
"",A03AE01,ALOSETRON,
"",A03AE03,CILANSETRON,
"",A03AX,ALTRI FARMACI PER I DISTURBI FUNZIONALI GASTROINTESTINALI,
"",A03AX01,FENPIPRANO,
"",A03AX02,DIISOPROMINA,
"",A03AX03,CLORBENZOXAMINA,
"",A03AX04,PINAVERIO,
"",A03AX05,FENOVERINA,
"",A03AX06,IDANPRAMINA,
"",A03AX07,PROXAZOLO,
"",A03AX08,ALVERINA,
"",A03AX09,TREPIBUTONE,
"",A03AX10,ISOMETEPTENE,
"",A03AX11,CAROVERINA,
"",A03AX12,FLOROGLUCINOLO,
"",A03AX13,SILICONI,
"",A03AX14,VALETAMATO,
"",A03AX30,TRIMETILDIFENILPROPILAMINA,
"",A03AX58,"ALVERINA, ASSOCIAZIONI",
"",A03AX63,"SILICONI, ASSOCIAZIONI",
"",A03AX90,FISIOSTIGMINA,
"",A03AX91,MACROGOL RICINOLEATO,
"",A03B,"BELLADONNA E DERIVATI, NON ASSOCIATI",
"",A03BA,"ALCALOIDI DELLA BELLADONNA, AMINE TERZIARIE",
"",A03BA01,ATROPINA,
"",A03BA03,IOSCIAMINA,
"",A03BA04,ALCALOIDI TOTALI DELLA BELLADONNA,
"",A03BB,"ALCALOIDI DELLA BELLADONNA, SEMISINTETICI; COMPOSTI AMMONICI",
"",A03BB01,BUTILSCOPOLAMINA,
"",A03BB02,METILATROPINA,
"",A03BB03,METILSCOPOLAMINA,
"",A03BB04,FENTONIO,
"",A03BB05,CIMETROPIO BROMURO,
"",A03C,ANTISPASTICI IN ASSOCIAZIONE CON PSICOLETTICI,
"",A03CA,ANTICOLINERGICI SINTETICI IN ASSOCIAZIONE CON PSICOLETTICI,
"",A03CA01,ISOPROPAMIDE E PSICOLETTICI,
"",A03CA02,CLIDINIO E PSICOLETTICI,
"",A03CA03,OXIFENCICLIMINA E PSICOLETTICI,
"",A03CA04,OTILONIO BROMURO E PSICOLETTICI,
"",A03CA05,GLICOPIRRONIO BROMURO E PSICOLETTICI,
"",A03CA06,BEVONIO E PSICOLETTICI,
"",A03CA07,AMBUTONIO E PSICOLETTICI,
"",A03CA08,DIFEMANILE E PSICOLETTICI,
"",A03CA09,PIPENZOLATO E PSICOLETTICI,
"",A03CA30,EMEPRONIO E PSICOLETTICI,
"",A03CA34,PROPANTELINA E PSICOLETTICI,
"",A03CB,BELLADONNA E DERIVATI IN ASSOCIAZIONE CON PSICOLETTICI,
"",A03CB01,METILSCOPOLAMINA E PSICOLETTICI,
"",A03CB02,ALCALOIDI TOTALI DELLA BELLADONNA E PSICOLETTICI,
"",A03CB03,ATROPINA E PSICOLETTICI,
"",A03CB04,METILOMATROPINA E PSICOLETTICI,
"",A03CB31,IOSCIAMINA E PSICOLETTICI,
"",A03CC,ALTRI ANTISPASTICI IN ASSOCIAZIONE CON PSICOLETTICI,
"",A03D,ANTISPASTICI IN ASSOCIAZIONE CON ANALGESICI,
"",A03DA,ANTICOLINERGICI SINTETICI IN ASSOCIAZIONE CON ANALGESICI,
"",A03DA01,TROPENZILONE ED ANALGESICI,
"",A03DA02,PITOFENONE ED ANALGESICI,
"",A03DA03,BEVONIO ED ANALGESICI,
"",A03DA04,CICLONIO ED ANALGESICI,
"",A03DA05,CAMILOFINA ED ANALGESICI,
"",A03DA06,TROSPIO ED ANALGESICI,
"",A03DA07,TIEMONIO IODURO ED ANALGESICI,
"",A03DB,BELLADONNA E DERIVATI IN ASSOCIAZIONE CON ANALGESICI,
"",A03DB04,BUTILSCOPOLAMINA ED ANALGESICI,
"",A03DC,ALTRI ANTISPASTICI IN ASSOCIAZIONE CON ANALGESICI,
"",A03E,ANTISPASTICI ED ANTICOLINERGICI IN ASSOCIAZIONE CON ALTRI FA,
"",A03EA,"ANTISPASTICI, PSICOLETTICI; ANALGESICI IN ASSOCIAZIONE",
"",A03ED,ANTISPASTICI IN ASSOCIAZIONE CON ALTRI FARMACI,
"",A03F,PROCINETICI,
"",A03FA,PROCINETICI,
"",A03FA01,METOCLOPRAMIDE,
"",A03FA02,CISAPRIDE,
"",A03FA03,DOMPERIDONE,
"",A03FA04,BROMOPRIDE,
"",A03FA05,ALIZAPRIDE,
"",A03FA06,CLEBOPRIDE,
"",A03FA07,ITOPRIDE,
"",A03FA08,CINITAPRIDE,
"",A03FA90,FISIOSTIGMINA,
"",A04,ANTIEMETICI E ANTINAUSEA,
"",A04A,ANTIEMETICI E ANTINAUSEA,
"",A04AA,ANTAGONISTI DELLA SEROTONINA (5HT3),
"",A04AA01,ONDANSETRONE,
"",A04AA02,GRANISETRON,
"",A04AA03,TROPISETRON,
"",A04AA04,DOLASETRON,
"",A04AA05,PALONOSETRON,
"",A04AA55,"PALONOSETRON, ASSOCIAZIONI",
"",A04AD,ALTRI ANTIEMETICI,
"",A04AD01,SCOPOLAMINA,
"",A04AD02,CERIO OSSALATO,
"",A04AD04,CLOROBUTANOLO,
"",A04AD05,METOPIMAZINA,
"",A04AD10,DRONABINOL,
"",A04AD11,NABILONE,
"",A04AD12,APREPITANT,
"",A04AD13,CASOPITANT,
"",A04AD14,ROLAPITANT,
"",A04AD51,"SCOPOLAMINA, ASSOCIAZIONI",
"",A04AD54,"CLOROBUTANOLO, ASSOCIAZIONI",
"",A04AD90,MAROPITANT,
"",A05,TERAPIA BILIARE ED EPATICA,
"",A05A,TERAPIA BILIARE,
"",A05AA,PREPARATI A BASE DI ACIDI BILIARI,
"",A05AA01,ACIDO CHENODESOSSICOLICO,
"",A05AA02,ACIDO URSODESOSSICOLICO,
"",A05AA03,ACIDO COLICO,
"",A05AA04,ACIDO OBETICOLICO,
"",A05AB,PREPARATI PER LA TERAPIA DELLE VIE BILIARI,
"",A05AB01,NICOTINILE METILAMIDE,
"",A05AX,ALTRI FARMACI PER LA TERAPIA BILIARE,
"",A05AX01,PIPROZOLINA,
"",A05AX02,IMECROMONE,
"",A05AX03,CICLOBUTIRROLO,
"",A05AX90,MENBUTONE,
"",A05B,"TERAPIA EPATICA, LIPOTROPI",
"",A05BA,TERAPIA EPATICA,
"",A05BA01,ARGININA GLUTAMATO,
"",A05BA03,SILIMARINA,
"",A05BA04,CITIOLONE,
"",A05BA05,EPOMEDIOL,
"",A05BA06,ORNITINA OSSOGLURATO,
"",A05BA07,ARGININA TIDIACIDO,
"",A05BA08,ACIDO GLICIRRIZICO,
"",A05BA90,METIONINA,
"",A05C,FARMACI PER LA TERAPIA BILIARE E LIPOTROPI IN ASSOCIAZIONE,
"",A06,FARMACI PER LA COSTIPAZIONE,
"",A06A,FARMACI PER LA COSTIPAZIONE,
"",A06AA,EMOLLIENTI,
"",A06AA01,PARAFFINA LIQUIDA,
"",A06AA02,DOCUSATO SODICO,
"",A06AA51,"PARAFFINA LIQUIDA, ASSOCIAZIONI",
"",A06AB,LASSATIVI DI CONTATTO,
"",A06AB01,OXIFENISATINA,
"",A06AB02,BISACODIL,
"",A06AB03,DANTRONE,
"",A06AB04,FENOLFTALEINA,
"",A06AB05,OLIO DI RICINO,
"",A06AB06,GLICOSIDI DELLA SENNA,
"",A06AB07,CASCARA,
"",A06AB08,PICOSOLFATO SODICO,
"",A06AB09,BISOXATINA,
"",A06AB20,LASSATIVI DI CONTATTO IN ASSOCIAZIONE,
"",A06AB30,LASSATIVI DI CONTATTO IN ASSOCIAZIONE CON ALCALOIDI DELLA BE,
"",A06AB52,"BISACODILE, ASSOCIAZIONI",
"",A06AB53,"DANTRONE, ASSOCIAZIONI",
"",A06AB56,"GLICOSIDI DELLA SENNA, ASSOCIAZIONI",
"",A06AB57,"CASCARA, ASSOCIAZIONI",
"",A06AB58,"PICOSULFATO SODICO, ASSOCIAZIONI",
"",A06AC,LASSATIVI FORMANTI MASSA,
"",A06AC01,ISPAGHULA (PSILLIO SEMI),
"",A06AC02,ETULOSA,
"",A06AC03,STERCULIA,
"",A06AC05,LINO SEME,
"",A06AC06,METILCELLULOSA,
"",A06AC07,TRITICUM (FIBRA DI FRUMENTO),
"",A06AC08,POLICARBOFIL CALCICO,
"",A06AC51,"ISPAGHULA, ASSOCIAZIONI",
"",A06AC53,"STERCULIA, ASSOCIAZIONI",
"",A06AC55,"LINO SEMI, ASSOCIAZIONI",
"",A06AD,LASSATIVI AD AZIONE OSMOTICA,
"",A06AD01,MAGNESIO CARBONATO,
"",A06AD02,MAGNESIO OSSIDO,
"",A06AD03,MAGNESIO PEROSSIDO,
"",A06AD04,MAGNESIO SOLFATO,
"",A06AD10,SALI MINERALI IN ASSOCIAZIONE,
"",A06AD11,LATTULOSIO,
"",A06AD12,LATTITOLO,
"",A06AD13,SODIO SOLFATO,
"",A06AD14,PENTAERITRITILE,
"",A06AD15,MACROGOL,
"",A06AD16,MANNITOLO,
"",A06AD17,SODIO FOSFATO,
"",A06AD18,SORBITOLO,
"",A06AD19,MAGNESIO CITRATO,
"",A06AD21,SODIO TARTRATO,
"",A06AD61,"LATTULOSIO, ASSOCIAZIONI",
"",A06AD65,"MACROGOL, ASSOCIAZIONI",
"",A06AG,CLISMI,
"",A06AG01,SODIO FOSFATO,
"",A06AG02,BISACODIL,
"",A06AG03,"DANTRONE, INCLUSE LE ASSOCIAZIONI",
"",A06AG04,GLICEROLO,
"",A06AG06,OLIO,
"",A06AG07,SORBITOLO,
"",A06AG10,"DOCUSATO SODICO, INCLUSE LE ASSOCIAZIONI",
"",A06AG11,"SODIO LAURIL SOLFOACETATO, INCLUSE LE ASSOCIAZIONI",
"",A06AG20,ASSOCIAZIONI,
"",A06AH,ANTAGONISTI DEI RECETTORI PERIFERICI DEGLI OPPIOIDI,
"",A06AH01,METILNALTREXONE BROMURO,
"",A06AH02,ALVIMOPAN,
"",A06AH03,NALOXEGOL,
"",A06AH04,NALOXONE,
"",A06AX,ALTRI FARMACI PER LA COSTIPAZIONE,
"",A06AX01,GLICEROLO,
"",A06AX02,FARMACI PRODUTTORI DI ANIDRIDE CARBONICA,
"",A06AX03,LUBIPROSTONE,
"",A06AX04,LINACLOTIDE,
"",A06AX05,PRUCALOPRIDE,
"",A06AX06,TEGASEROD,
"",A07,"ANTIDIARROICI, ANTINFIAMMATORI E ANTINFETTIVI INTESTINALI",
"",A07A,ANTINFETTIVI INTESTINALI,
"",A07AA,ANTIBIOTICI,
"",A07AA01,NEOMICINA,
"",A07AA02,NISTATINA,
"",A07AA03,NATAMICINA,
"",A07AA04,STREPTOMICINA,
"",A07AA05,POLIMIXINA B,
"",A07AA06,PAROMOMICINA,
"",A07AA07,AMFOTERICINA B,
"",A07AA08,KANAMICINA,
"",A07AA09,VANCOMICINA,
"",A07AA10,COLISTINA,
"",A07AA11,RIFAXIMINA,
"",A07AA12,FIDAXOMICINA,
"",A07AA51,"NEOMICINA, ASSOCIAZIONI",
"",A07AA54,"STREPTOMICINA, ASSOCIAZIONI",
"",A07AA90,DIIDROSTREPTOMICINA,
"",A07AA91,GENTAMICINA,
"",A07AA92,APRAMICINA,
"",A07AA93,BACITRACINA,
"",A07AA94,ENRAMICINA,
"",A07AA98,"COLISTINA, ASSOCIAZIONI CON ALTRI ANTIBIOTICI",
"",A07AA99,"ANTIBIOTICI, ASSOCIAZIONI",
"",A07AB,SULFONAMIDI,
"",A07AB02,FTALILSULFATIAZOLO,
"",A07AB03,SULFAGUANIDINA,
"",A07AB04,SUCCINILSULFATIAZOLO,
"",A07AB20,"SULFONAMIDI, ASSOCIAZIONI",
"",A07AB90,FORMOSULFATIAZOLO,
"",A07AB92,"FTALILSULFATIAZOLO, ASSOCIAZIONI",
"",A07AB99,ASSOCIAZIONI,
"",A07AC,DERIVATI IMIDAZOLICI,
"",A07AC01,MICONAZOLO,
"",A07AX,ALTRI ANTINFETTIVI INTESTINALI,
"",A07AX01,BROXICHINOLINA,
"",A07AX02,ACETARSOLO,
"",A07AX03,NIFUROXAZIDE,
"",A07AX04,NIFURZIDE,
"",A07AX90,"POLI (2-PROPENAL, 2-ACIDO PROPENOICO)",
"",A07B,ADSORBENTI INTESTINALI,
"",A07BA,PREPARATI A BASE DI CARBONE,
"",A07BA01,CARBONE MEDICINALE,
"",A07BA51,"CARBONE MEDICINALE, ASSOCIAZIONI",
"",A07BB,PREPARATI A BASE DI BISMUTO,
"",A07BC,ALTRI ADSORBENTI INTESTINALI,
"",A07BC01,PECTINA,
"",A07BC02,CAOLINO,
"",A07BC03,CROSPOVIDONE,
"",A07BC04,ATTAPULGITE,
"",A07BC05,DIOSMECTITE,
"",A07BC30,ASSOCIAZIONI,
"",A07BC54,"ATTAPULGITE, ASSOCIAZIONI",
"",A07C,ELETTROLITI ASSOCIATI A CARBOIDRATI,
"",A07CA,PREPARATI SALINI PER LA REIDRATAZIONE PER VIA ORALE,
"",A07CQ,PREPARATI SALINI PER LA REIDRATAZIONE PER USO VETERINARIO,
"",A07CQ01,ELETTROLITI PER USO ORALE,
"",A07CQ02,ELETTROLITI E CARBOIDRATI PER USO ORALE,
"",A07D,ANTIPROPULSIVI,
"",A07DA,ANTIPROPULSIVI,
"",A07DA01,DIFENOXILATO,
"",A07DA02,OPPIO,
"",A07DA03,LOPERAMIDE,
"",A07DA04,DIFENOXINA,
"",A07DA05,LOPERAMIDE OSSIDO,
"",A07DA06,ELUXADOLINA,
"",A07DA52,"MORFINA, ASSOCIAZIONI",
"",A07DA53,"LOPERAMIDE, ASSOCIAZIONI",
"",A07E,ANTINFIAMMATORI INTESTINALI,
"",A07EA,CORTICOSTEROIDI AD AZIONE LOCALE,
"",A07EA01,PREDNISOLONE,
"",A07EA02,IDROCORTISONE,
"",A07EA03,PREDNISONE,
"",A07EA04,BETAMETASONE,
"",A07EA05,TIXOCORTOLO,
"",A07EA06,BUDESONIDE,
"",A07EA07,BECLOMETASONE,
"",A07EB,"SOSTANZE ANTIALLERGICHE, ESCLUSI I CORTICOSTEROIDI",
"",A07EB01,ACIDO CROMOGLICICO,
"",A07EC,ACIDO AMINOSALICILICO ED ANALOGHI,
"",A07EC01,SULFASALAZINA,
"",A07EC02,MESALAZINA,
"",A07EC03,OLSALAZINA,
"",A07EC04,BALSALAZIDE,
"",A07F,MICROORGANISMI ANTIDIARROICI,
"",A07FA,MICROORGANISMI ANTIDIARROICI,
"",A07FA01,ORGANISMI PRODUTTORI DI ACIDO LATTICO,
"",A07FA02,SACCHAROMYCES BOULARDII,
"",A07FA51,"ORGANISMI PRODUTTORI DI ACIDO LATTICO, ASSOCIAZIONI",
"",A07FA90,PROBIOTICI,
"",A07X,ALTRI ANTIDIARROICI,
"",A07XA,ALTRI ANTIDIARROICI,
"",A07XA01,ALBUMINA TANNATO,
"",A07XA02,CERATONIA,
"",A07XA03,COMPOSTI DEL CALCIO,
"",A07XA04,RACECADOTRIL,
"",A07XA51,"ALBUMINA TANNATO, ASSOCIAZIONI",
"",A07XA90,"ALLUMINIO SALICILATO, BASICO",
"",A07XA91,ZINCO OSSIDO,
"",A07XA99,"ALTRI ANTIDIARROICI, ASSOCIAZIONI",
"",A08,"FARMACI CONTRO L'OBESIT??, ESCLUSI I PRODOTTI DIETETICI",
"",A08A,"FARMACI CONTRO L'OBESIT??, ESCLUSI I PRODOTTI DIETETICI",
"",A08AA,FARMACI CONTRO L'OBESIT?? AD AZIONE CENTRALE,
"",A08AA01,FENTERMINA,
"",A08AA02,FENFLURAMINA,
"",A08AA03,AMFEPRAMONE,
"",A08AA04,DEXFENFLURAMINA,
"",A08AA05,MAZINDOLO,
"",A08AA06,ETILAMFETAMINA,
"",A08AA07,CATINA,
"",A08AA08,CLOBENZOREX,
"",A08AA09,MEFENOREX,
"",A08AA10,SIBUTRAMINA,
"",A08AA11,LORCASERINA,
"",A08AA56,"EFEDRINA, ASSOCIAZIONI",
"",A08AA62,BUPROPIONE E NALTREXONE,
"",A08AB,FARMACI CONTRO L'OBESIT?? AD AZIONE PERIFERICA,
"",A08AB01,ORLISTAT,
"",A08AB90,MITRATAPIDE,
"",A08AB91,DIRLOTAPIDE,
"",A08AX,ALTRI FARMACI ANTIOBESIT??,
"",A08AX01,RIMONABANT,
"",A09,"DIGESTIVI, INCLUSI GLI ENZIMI",
"",A09A,"DIGESTIVI, INCLUSI GLI ENZIMI",
"",A09AA,PREPARATI A BASE DI ENZIMI,
"",A09AA01,DIASTASI,
"",A09AA02,"POLIENZIMI (LIPASI, PROTEASI; ECC.)",
"",A09AA03,PEPSINA,
"",A09AA04,TILATTASI,
"",A09AB,PREPARATI A BASE DI SOSTANZE A CARATTERE ACIDO,
"",A09AB01,ACIDO GLUTAMICO CLORIDRATO,
"",A09AB02,BETAINA CLORIDRATO,
"",A09AB03,ACIDO CLORIDRICO,
"",A09AB04,ACIDO CITRICO,
"",A09AC,ENZIMI ASSOCIATI A SOSTANZE A CARATTERE ACIDO,
"",A09AC01,PEPSINA E SOSTANZE A CARATTERE ACIDO,
"",A09AC02,MULTIENZIMI E PREPARATI ACIDI,
"",A10,FARMACI USATI NEL DIABETE,
"",A10A,INSULINE E ANALOGHI,
"",A10AB,"INSULINE E ANALOGHI PER INIEZIONE, AD AZIONE RAPIDA",
"",A10AB01,INSULINA (UMANA),
"",A10AB02,INSULINA (BOVINA),
"",A10AB03,INSULINA (PORCINA),
"",A10AB04,INSULINA LISPRO,
"",A10AB05,INSULINA ASPART,
"",A10AB06,INSULINA GLULISINA,
"",A10AB30,ASSOCIAZIONI,
"",A10AC,"INSULINE E ANALOGHI PER INIEZIONE, AD AZIONE INTERMEDIA",
"",A10AC01,INSULINA (UMANA),
"",A10AC02,INSULINA (BOVINA),
"",A10AC03,INSULINA (PORCINA),
"",A10AC04,INSULINA LISPRO,
"",A10AC30,ASSOCIAZIONI,
"",A10AD,"INSULINE ED ANALOGHI PER INIEZIONE, AD AZIONE INTERMEDIA O L",
"",A10AD01,INSULINA (UMANA),
"",A10AD02,INSULINA (BOVINA),
"",A10AD03,INSULINA (PORCINA),
"",A10AD04,INSULINA LISPRO,
"",A10AD05,INSULINA ASPART,
"",A10AD06,INSULINA DEGLUDEC E INSULINA ASPART,
"",A10AD30,ASSOCIAZIONI,
"",A10AE,"INSULINE ED ANALOGHI PER INIEZIONE, AD AZIONE LENTA",
"",A10AE01,INSULINA (UMANA),
"",A10AE02,INSULINA (BOVINA),
"",A10AE03,INSULINA (PORCINA),
"",A10AE04,INSULINA GLARGINE,
"",A10AE05,INSULINA DETEMIR,
"",A10AE06,INSULINA DEGLUDEC,
